YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf [Hz],SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR_plot [dB],P [W],fs [Hz],OSR,fsnyq [Hz],P/fsnyq [pJ],FOMW_lf [fJ/conv-step],FOMW_hf [fJ/conv-step],FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)",source
2004,6.4,OS,SDCT,0.35,A 3.3-V 240-MS/s CMOS bandpass /spl Sigma//spl Delta/ modulator using a fast-settling double-sampling SC filter,"A bandpass /spl Sigma//spl Delta/ modulator is demonstrated to operate at a very high sampling rate of 240 MS/s by employing a proposed double-sampling switched-capacitor biquadratic filter architecture, which processes with a fast-settling feature. Implemented in a standard 0.35-/spl mu/m CMOS process, the modulator achieves a peak SNDR of 72 dB, 55 dB and 52 dB at a bandwidth of 200 kHz, 1 MHz and 1.25 MHz for GSM, Bluetooth and CDMA2000 applications respectively while dissipating 37 mW and occupying a chip area of 1.2 mm/sup 2/. ","Cheung, V.S.L.   Luong, H.C.   ", , ,1.2,,200000,72,,,,,72,3.70E-02,2.40E+08,600,4.00E+05,9.25E+04,,28431,,139.3,7.11E-02,195.35,VLSI
2004,6.4,OS,SDSC,0.35,A 3.3-V 240-MS/s CMOS bandpass /spl Sigma//spl Delta/ modulator using a fast-settling double-sampling SC filter,"A bandpass /spl Sigma//spl Delta/ modulator is demonstrated to operate at a very high sampling rate of 240 MS/s by employing a proposed double-sampling switched-capacitor biquadratic filter architecture, which processes with a fast-settling feature. Implemented in a standard 0.35-/spl mu/m CMOS process, the modulator achieves a peak SNDR of 72 dB, 55 dB and 52 dB at a bandwidth of 200 kHz, 1 MHz and 1.25 MHz for GSM, Bluetooth and CDMA2000 applications respectively while dissipating 37 mW and occupying a chip area of 1.2 mm/sup 2/. ","Cheung, V.S.L.   Luong, H.C.   ", , ,1.2,,1000000,55,,,,,55,3.70E-02,2.40E+08,120,2.00E+06,1.85E+04,,40263,,129.3,2.01E-02,192.33,VLSI
2004,6.4,OS,SDSC,0.35,A 3.3-V 240-MS/s CMOS bandpass /spl Sigma//spl Delta/ modulator using a fast-settling double-sampling SC filter,"A bandpass /spl Sigma//spl Delta/ modulator is demonstrated to operate at a very high sampling rate of 240 MS/s by employing a proposed double-sampling switched-capacitor biquadratic filter architecture, which processes with a fast-settling feature. Implemented in a standard 0.35-/spl mu/m CMOS process, the modulator achieves a peak SNDR of 72 dB, 55 dB and 52 dB at a bandwidth of 200 kHz, 1 MHz and 1.25 MHz for GSM, Bluetooth and CDMA2000 applications respectively while dissipating 37 mW and occupying a chip area of 1.2 mm/sup 2/. ","Cheung, V.S.L.   Luong, H.C.   ", , ,1.2,,1250000,52,,,,,52,3.70E-02,2.40E+08,96,2.50E+06,1.48E+04,,45500,,127.3,1.82E-02,191.27,VLSI
2004,25.1,NQ,Flash,0.13,A 4GS/s 6b flash ADC in 0.13 /spl mu/m CMOS,A 4GS/s 6b flash ADC with 8b output is presented realized in a 0.13 /spl mu/m standard CMOS technology. The outputs of 255 small-area comparators with comparatively large input offsets are averaged by a fault tolerant thermometer-to-binary converter. The ADC uses an on-chip low jitter VCO for clock provision and consumes 990mW at a single supply voltage of 1.5V. ,"Paulus, C.   Bluthgen, H.-M.   Low, M.   Sicheneder, E.   Bruls, N.   Courtois, A.   Tiebout, M.   Thewes, R.   ","SNDR, SNR not reported", ,0.5,,2000000000,,,,,30,30,9.90E-01,4.00E+09,1,4.00E+09,2.48E+02,,9581.5,,123.1,2.40E-06,219.07,VLSI
2004,25.2,NQ,Folding,0.18,A 600 MSPS 8-bit folding ADC in 0.18 /spl mu/m CMOS,An 8-bit folding A/D converter (ADC) achieves signal-to-noise plus distortion ratio (SNDR) of 40 dB at 600 MSample/s (MSPS) for input signals up to 200 MHz in standard 0.18-/spl mu/m CMOS. Distributed T/Hs at outputs of the first-stage pre-amplifiers are employed instead of a dedicated front-end T/H. Lateral capacitors are inserted between adjacent T/H outputs to average the random mismatches in charge injection and clock skew among the distributed T/Hs. The ADC consumes 0.5-mm/sup 2/ effective chip area and dissipates 207mW from a 1.8V supply. ,"Zheng-Yu Wang   Hui Pan   Chung-Ming Chang   Hai-Rong Yu   Chang, M.F.   ", , ,0.5,,300000000,40,,46.9,,,40,2.07E-01,6.00E+08,1,6.00E+08,3.45E+02,,4223.1,,131.6,7.04E-06,219.39,VLSI
2004,25.3,NQ,Pipe,0.34 BiCMOS,A highly integrated analog baseband transceiver featuring a 12-bit 180MSPS pipelined A/D converter for multi-channel wireless LAN,"This analog baseband transceiver features a 12-bit, 180MSPS pipelined ADC with -71dBFS THD and 61dB SNR sharing substrate with dual I/Q 10-bit 180MSPS D/A converters and low-jitter DLL/digital buffers. Fabricated in the IBM BiCMOS6HP process and packaged in a low-inductance 6-layer flip-chip, the ADC consumes a total of 1.2W at 3.3V. The converter utilizes 1.5b/stage switched-capacitor stages with a wide-band, high-gain opamp employing 2.5V bipolar devices, a dedicated track/hold amplifier, and a voltage reference without an amplifier. ","Gulati, K.   Munoz, C.   Seonghwan Cho   Manganaro, G.   Lugin, M.   Peng, M.   Pulincherry, A.   Jipeng Li   Bugeja, A.   Chandrakasan, A.   Shoemaker, D.   ", , ,8,,90000000,60.4,60.7,,72,,60.4,1.20E+00,1.80E+08,1,1.80E+08,6.67E+03,,7796.1,,139.1,4.33E-05,221.7,VLSI
2004,25.4,NQ,"Pipe, TI, SwOpAmp",0.18,A 1.5-V 10-b 50 MS/s time-interleaved switched-opamp pipeline CMOS ADC with high energy efficiency,"A 1.5V 10-b 50MS/s 2-channel pipeline ADC is described. Amplifiers are efficiently shared between channels using low-voltage techniques to reduce the power supply. The selected resolution per stage avoids the need of scaling the stages, simplifying the implementation of a low-power design. Measurements from the prototypes fabricated in a 0.18 /spl mu/m CMOS technology exhibit 10b DNL, 9.5b INL and 9.2 effective bits at Nyquist-rate. The chip occupies 1.3 mm/sup 2/ and dissipates only 29 mW at 1.5V. ","Vaz, B.   Goes, J.   Paulino, N.   ", , ,1.3,,25000000,57.2,62,,60.3,62.3,57.2,2.90E-02,5.00E+07,1,5.00E+07,5.80E+02,,979.8,,146.6,1.96E-05,223.55,VLSI
2004,25.5,NQ,Algorithmic,0.18,0.9V 12mW 2MSPS algorithmic ADC with 81dB SFDR,"An ultra low-voltage CMOS two-stage algorithm ADC incorporating background digital calibration is presented. The adopted low-voltage circuit technique achieves high-accuracy high-speed clocking without the use of clock boosting or bootstrapping. A resistor-based input sampling branch demonstrates high linearity and inherent low-voltage operation. The proposed background calibration accounts for capacitor mismatches and finite opamp gain error in the MDAC stages via a novel digital correlation scheme involving a two-channel ADC architecture. The prototype ADC, fabricated in a 0.18 /spl mu/m CMOS process, achieves 81 dB SFDR at 0.9V and 2MSPS (12MHz clock) after calibration. The ADC operates up to 5MSPS (30MHz clock) with 4dB degradation. The total power consumption is 12mW, and the active die area is 1.4 mm/sup 2/. ",Jipeng Li   Gil-Cho Ahn   Dong-Young Chang   Un-Ku Moon   , , ,1.4,,2000000,55,55,,,81,55,1.20E-02,4.00E+06,1,4.00E+06,3.00E+03,,6529.1,,137.2,1.63E-03,203.24,VLSI
2005,12.2,OS,SDSC,0.25,An energy-efficient analog front-end circuit for a sub-1V digital hearing aid chip,"A low-power, energy-efficient analog front-end circuit is proposed and implemented for a digital hearing aid chip. It adopts the combined-gain-control (CGC) technique for an accurate preamplification and the adaptive-SNR (ASNR) technique for an improvement of dynamic range with low power consumption. The proposed analog front-end achieves 87-dB peak SNR and dissipates 60-/spl mu/W from a single 0.9-V supply. The core area is 0.5-mm/sup 2/ in a 0.25-/spl mu/m standard CMOS technology.",Sunyoung Kimÿÿ Jae-Youl Leeÿÿ Seong-Jun Songÿÿ Namjun Choÿÿ Hoi-Jun Yooÿÿ,Type 1, ,0.5,,8000,69,72,,,,69,2.63E-05,1.02E+06,64,1.60E+04,1.64E+03,,713.7,,153.8,4.46E-02,195.87,VLSI
2005,12.3,OS,SDSC,0.13,"A 1-V, 1-MS/s, 88-dB sigma-delta modulator in 0.13-/spl mu/m digital CMOS technology","A low-voltage switched-capacitor fourth-order /spl Sigma/-/spl Delta/ modulator using full feed-forward is introduced. It has two advantages: the unity signal transfer function and reduced signal swings inside the /spl Sigma/-/spl Delta/ loop. These features greatly relax the DC gain and output swing requirements for OTAs in the deep submicron CMOS /spl Sigma/-/spl Delta/ modulator. With careful signal scaling, signal swings inside the loop can be suppressed to less than 50% of the reference voltage, which is highly desirable by low-voltage designs. Implemented by a 0.13-/spl mu/m pure digital CMOS technology, the /spl Sigma/-/spl Delta/ modulator achieves 1-MS/s conversion speed and 88-dB DR with 7.4-mW power dissipation under 1.0-V power supply voltage. ","Libin Yao   Steyaert, M.   Sansen, W.   ", , ,0.6016,,500000,,,88,,,88,7.40E-03,6.40E+07,64,1.00E+06,7.40E+03,,360.4,,166.3,3.60E-04,226.3,VLSI
2005,21.1,NQ,"Pipe, TI",0.18,"A 6GS/s, 4-bit receiver analog-to-digital converter with embedded DFE",A 4-bit 6GS/s A/D converter is designed for a serial-link receiver and features an embedded adjustable one-tap DFE. Feedback-delay is relaxed through applying DFE to a 10-way interleaved pipelined architecture. Code-overlapping is used to remove residual ISI. Measured performance at 6GS/s shows 22.5dB of low-frequency input SNDR. DFE tap-coefficient is adjustable from 0 to 0.25 with 6-bits of programmable weight. The 1.8/spl times/1.6mm/sup 2/ chip is fabricated in 0.18/spl mu/m CMOS technology and consumes 780mW at 1.8V power-supply. ,"Varzaghani, A.   Yang, C.-K.K.   ", , ,2.88,,3000000000,22.5,,,,,22.5,7.80E-01,6.00E+09,1,6.00E+09,1.30E+02,,11935.5,,118.4,1.99E-06,216.13,VLSI
2005,21.2,NQ,Pipe,0.18,A reconfigurable pipelined ADC in 0.18 /spl mu/m CMOS,"A reconfigurable pipelined A/D converter has been implemented in a 0.18 /spl mu/m RF-CMOS process. The ADC has eight configurations with a top performance of 10 bits resolution at 80 MSPS consuming 94mW. The reconfigurability is achieved by combining the cyclic and pipelined ADC architectures giving it a low level of complexity. In the conventional pipeline mode, the measured SFDR is 69 dBFS and the SNDR is 56.5 dBc for a 1.54 MHz single sinusoid tone input. ","Anderson, M.   Norling, K.   Dreyfert, A.   Yuan, J.   ", , ,1.9,,5000000,58.8,59,,71.1,76.3,58.8,8.10E-02,1.00E+07,1,1.00E+07,8.10E+03,,11381.5,,136.7,1.14E-03,206.7,VLSI
2005,21.2,NQ,Pipe,0.18,A reconfigurable pipelined ADC in 0.18 /spl mu/m CMOS,"A reconfigurable pipelined A/D converter has been implemented in a 0.18 /spl mu/m RF-CMOS process. The ADC has eight configurations with a top performance of 10 bits resolution at 80 MSPS consuming 94mW. The reconfigurability is achieved by combining the cyclic and pipelined ADC architectures giving it a low level of complexity. In the conventional pipeline mode, the measured SFDR is 69 dBFS and the SNDR is 56.5 dBc for a 1.54 MHz single sinusoid tone input. ","Anderson, M.   Norling, K.   Dreyfert, A.   Yuan, J.   ", , ,1.9,,40000000,56.5,56.9,,67,69.1,56.5,9.40E-02,8.00E+07,1,8.00E+07,1.18E+03,,2151.6,,142.8,2.69E-05,221.82,VLSI
2005,21.3,NQ,Pipe,0.18,A 14bit digitally self-calibrated pipelined ADC with adaptive bias optimization for arbitrary speeds up to 40MS/s,"A 14bit digitally self-calibrated pipelined ADC featuring the adaptive bias optimization is fabricated in a 0.18/spl mu/m dual-gate CMOS and consumes 19.2, 33.7, 50.5 and 72.8mW respectively when operating at 10, 20, 30 and 40MS/s. In all the operating speeds with temperature variation up to 80/spl deg/C, DNL is kept between /spl plusmn/0.60LSB. When operating at 20MS/s, it achieves 73.2dB SNR and 70.4dB SNDR. ","Matsui, H.   Ueda, M.   Daito, M.   Iizuka, K.   ", , ,1.15,,10000000,70.4,73.2,,,,70.4,3.37E-02,2.00E+07,1,2.00E+07,1.69E+03,,622.7,,155.1,3.11E-05,228.13,VLSI
2006,6.2,NQ,Algorithmic,0.13,A 12-Bit 32 /spl mu/W Ratio-Independent Algorithmic ADC,"This paper describes a ratio-independent algorithmic ADC architecture that requires a single differential amplifier and a comparator. The prototype 12-bit, 41.67 kS/s ADC with an active die area of 0.055 mm2 is implemented in a 0.13mum CMOS. The power dissipation is minimized using a dynamically biased operational amplifier. With a 32 muW power dissipation, the ADC achieves 80 dB SFDR and 60 dB SNDR, resulting in a power FOM of 0.9 pJ/conversion ",J. Jarvinen   M. Saukoski   K. Halonen   , , ,0.055,,20800,60,,,,80,60,3.20E-05,4.17E+04,1,4.17E+04,7.68E+02,,939.8,,148.1,2.26E-02,194.33,VLSI
2006,6.3,NQ,Algorithmic,0.13,A 10MS/s 11-b 0.19mm/sup 2/ Algorithmic ADC with Improved Clocking,"A 10Ms/s 11-b algorithmic ADC with an active area of 0.19mm2 is presented. Using an improved clocking scheme, this design overcomes the speed limit of algorithmic ADCs. The proposed ADC employs amplifier sharing, DC offset cancellation, and input memory effect suppression to reduce area and power, and achieve high linearity. The ADC implemented in a 0.13mum thick gate-oxide CMOS process achieves 69dB SFDR, 58dB SNR, and 56dB SNDR, while consuming 3.5mA from 3V supply ",M. Kimÿÿ P. Hanumoluÿÿ U.-K. Moonÿÿ , , ,0.19,,5000000,56,58,,,69,56,1.00E-02,1.00E+07,1,1.00E+07,1.00E+03,,1939.7,,143,1.94E-04,212.99,VLSI
2006,16.1,NQ,Pipe,0.18,A 6-Bit 800-MS/s Pipelined A/D Converter with Open-Loop Amplifiers,"A 6-bit 800-MS/s Pipelined A/D converter (ADC) with voltage-mode open-loop amplifiers achieves SNDR and SFDR of 33.7 dB and 47.5 dB, respectively. Fabricated in a 0.18mum CMOS technology, the ADC consumes 105 mW from a 1.8-V power supply while the active area is only 0.5-mm2 ",D.-L. Shen   T.-C. Lee   , , ,0.5,,400000000,33.7,,,,47.5,33.7,1.05E-01,8.00E+08,1,8.00E+08,1.31E+02,,3318.5,,129.5,4.15E-06,218.54,VLSI
2006,16.2,NQ,"Pipe, SwOpAmp",0.18,A 1-V 100MS/s 8-bit CMOS Switched-Opamp Pipelined ADC Using Loading-Free Architecture,"A 1V, 8-bit dual-mode ADC is realized using multi-phase switched-opamp (SO) technique. Employing a proposed loading-free pipelined ADC architecture and a fast-wake-up dual-input-dual-output switchable opamp, the ADC achieves 100MS/s conversion rate, which is the fastest operation speed reported at 1-V supply, and comparable to many high-voltage switched-capacitor (SC) ADC. Implemented in a 0.18mum CMOS process, the ADC obtains a peak SNR of 45dB and SFDR of 52.6dB while dissipating only 30mW",Y. Wu   V. Cheung   H. Luong  ,Double-sampling mode, ,2.04,,50000000,41.5,45.2,,,52.6,41.5,3.00E-02,1.00E+08,1,1.00E+08,3.00E+02,,3089.7,,133.7,3.09E-05,213.72,VLSI
2006,16.2,NQ,"Pipe, SwOpAmp",0.18,A 1-V 100MS/s 8-bit CMOS Switched-Opamp Pipelined ADC Using Loading-Free Architecture,"A 1V, 8-bit dual-mode ADC is realized using multi-phase switched-opamp (SO) technique. Employing a proposed loading-free pipelined ADC architecture and a fast-wake-up dual-input-dual-output switchable opamp, the ADC achieves 100MS/s conversion rate, which is the fastest operation speed reported at 1-V supply, and comparable to many high-voltage switched-capacitor (SC) ADC. Implemented in a 0.18mum CMOS process, the ADC obtains a peak SNR of 45dB and SFDR of 52.6dB while dissipating only 30mW",Y. Wu   V. Cheung   H. Luong  ,Quadrature mode, ,2.04,,20000000,44.5,46.5,,,54.4,44.5,3.00E-02,4.00E+07,1,4.00E+07,7.50E+02,,5468.2,,132.7,1.37E-04,208.76,VLSI
2006,16.3,NQ,Folding,0.09,A 7bit 800Msps 120mW Folding and Interpolation ADC Using a Mixed-Averaging Scheme,A 7bit 800Msps folding and interpolation ADC is presented. This ADC uses new offset-averaging schemes in preamplifiers and current-mode interpolation stages and a digital-averaging scheme in a comparator stage to operate at higher speed with low power dissipation. The measured SNR is 36.8dB at a 200MHz input frequency. The prototype of the complete ADC is fabricated in a 90nm digital CMOS process and consumes 120mW with 2.5V and 1.2V supply ,K. Makigawa   K. Ono   T. Ohkawa   K. Matsuura   M. Segami   , , ,0.32,,400000000,33.6,36.8,,,,33.6,1.20E-01,8.00E+08,1,8.00E+08,1.50E+02,,3836.5,,128.8,4.80E-06,217.86,VLSI
2006,16.4,NQ,"SAR, TI",0.065,A 500MS/s 5b ADC in 65nm CMOS,A 1.2V 6mW 500MS/s 5-bit ADC for use in a UWB receiver has been fabricated in a pure digital 65nm CMOS technology. The ADC uses a 6-channel time-interleaved successive approximation register architecture. Each of the channels has a split capacitor array to reduce switching energy and sensitivity to digital timing skew. A variable delay line is used to optimize the instant of latch strobing to reduce preamplifier currents ,B. Ginsburg   A. Chandrakasan , , ,2.28,,250000000,26,,,,35,26,6.00E-03,5.00E+08,1,5.00E+08,1.20E+01,,736.3,,132.2,1.47E-06,219.19,VLSI
2006,19.1,OS,"SDSC, Switched RC",0.13,A 0.9V 92dB Double-Sampled Switched-RC SD Audio ADC,"A 0.9V third-order 1.5bit delta-sigma ADC with simple dynamic element matching (DEM) is presented. A fully-differential low-voltage double-sampling structure avoids use of clock boosting or bootstrapping. It operates from 0.65V to 1.5V supply with minimal performance degradation. The prototype IC implemented in a 0.13mum CMOS process achieves 92dB DR, 91dB SNR and 89dB SNDR, while consuming 1.5mW from a 0.9V supply ",M. Kim   G.-C. Ahn   P. Hanumolu   S.-H. Lee   S.-H. Kim   S.-B. You   J.-W. Kim   G. Temes   U.-K. Moon   , , ,1.44,,24000,89,91,92,,,89,1.50E-03,6.14E+06,128,4.80E+04,3.13E+04,,1356.5,,161,2.83E-02,207.85,VLSI
2006,19.2,OS,SDSC,0.13,"A 1.2V, 10.8mW, 500kHz Sigma-Delta Modulator with 84dB SNDR and 96dB SFDR","A 1.2V switched-capacitor sigma-delta modulator achieves 96dB peak SFDR and 84dB peak SNDR at 1 MS/s in a 0.13mum 6M1P general-purpose CMOS process. The high linearity is achieved by using high-gain op-amps and bootstrapped sampling switches. The power dissipation is 10.8mW at 64MHz clock frequency, excluding the voltage references ",C. Tsang   Y. Chiu   B. Nikolic   , , ,1.51,,500000,84,84,84,,96,84,1.08E-02,6.40E+07,64,1.00E+06,1.08E+04,,833.7,,160.7,8.34E-04,220.66,VLSI
2006,19.4,OS,SDSC,0.09,An 11-Bit 330MHz 8X OSR /spl Sigma/-spl Delta/ Modulator for Next-Generation WLAN,"A 2-2 cascaded Sigma-Delta modulator with 4-bit internal quantizers digitizes WLAN signals with 40MSPS conversion rate. Implemented in 90nm CMOS using nominal-Vt devices and metal comb capacitors, it occupies 1.3mm2 core area, achieves 67dB SNR, 63dB peak SNDR and 67dB peak SFDR at 330MHz, and dissipates 78mW from a 1.4V supply ",J. Paramesh   R. Bishop   K. Soumyanath   D. Allstot , , ,1.3,,20500000,63,67,,,67,63,7.80E-02,3.28E+08,8,4.10E+07,1.90E+03,,1649.8,,147.2,4.03E-05,223.32,VLSI
2006,19.5,OS,SDCT,InP HBT,A 4GHz 4th-Order Passive LC Bandpass Delta-Sigma Modulator with IF at 1.4GHz,"A 4th-order bandpass DeltaSigma modulator utilizes a novel passive LC continuous-time DeltaSigma architecture to achieve the high IF (pass band) frequency (1.4GHz). A 3-bit quantizer is used to improve wideband performance. A novel architecture of noise-shaped quantizer is used to noise shape the DAC mismatch without introducing extra loop delay. Eight 2nd-order LC modulators are used for noise shaping with minimal transistor count and power consumption. Implemented with 5195 InP HBT transistors, this modulator achieved 76dB SNR and 90dB dynamic range in 1 MHz bandwidth at 1.4GHz with a 4GHz sample rate ",L. Luh   J. Jensen   C.-M. Lin   C.-T. Tsen   D. Le   A. Cosand   S. Thomas   C. Fields   , , ,12.4,,1000000,,76,90,,,76,7.70E+00,4.00E+09,2000,2.00E+06,3.85E+06,,746604.9,,127.1,3.73E-01,190.15,VLSI
